Measure;Dataset;SA;Model;Iteration;RuntimeMillis
Loss;Ihis;EDUC;0_DL;7;26464
Loss;Ihis;EDUC;0_DL;8;29602
Loss;Ihis;EDUC;0_DL;9;27174
Loss;Ihis;EDUC;0_DL;10;111710
Loss;Ihis;EDUC;1_RL;1;25836
Loss;Ihis;EDUC;1_RL;2;29087
Loss;Ihis;EDUC;1_RL;3;74166
Loss;Ihis;EDUC;1_RL;4;51359
Loss;Ihis;EDUC;1_RL;5;25092
Loss;Ihis;EDUC;1_RL;6;34992
Loss;Ihis;EDUC;1_RL;7;26745
Loss;Ihis;EDUC;1_RL;8;74736
Loss;Ihis;EDUC;1_RL;9;113412
Loss;Ihis;EDUC;1_RL;10;24342
Loss;Ihis;EDUC;2_EL;1;75158
Loss;Ihis;EDUC;2_EL;2;64227
Loss;Ihis;EDUC;2_EL;3;43778
Loss;Ihis;EDUC;2_EL;4;26915
Loss;Ihis;EDUC;2_EL;5;51859
Loss;Ihis;EDUC;2_EL;6;25765
Loss;Ihis;EDUC;2_EL;7;28551
Loss;Ihis;EDUC;2_EL;8;27428
Loss;Ihis;EDUC;2_EL;9;28655
Loss;Ihis;EDUC;2_EL;10;71365
Loss;Ihis;EDUC;3_TC;1;33021
Loss;Ihis;EDUC;3_TC;2;28780
Loss;Ihis;EDUC;3_TC;3;31027
Loss;Ihis;EDUC;3_TC;4;31026
Loss;Ihis;EDUC;3_TC;5;30200
Loss;Ihis;EDUC;3_TC;6;30978
Loss;Ihis;EDUC;3_TC;7;27092
Loss;Ihis;EDUC;3_TC;8;12472
Loss;Ihis;EDUC;3_TC;9;8204
Loss;Ihis;EDUC;3_TC;10;30317
Loss;Ihis;EDUC;4_DP;1;18178
Loss;Ihis;EDUC;4_DP;2;7824
Loss;Ihis;EDUC;4_DP;3;15821
Loss;Ihis;EDUC;4_DP;4;22342
Loss;Ihis;EDUC;4_DP;5;20968
Loss;Ihis;EDUC;4_DP;6;24037
Loss;Ihis;EDUC;4_DP;7;21353
Loss;Ihis;EDUC;4_DP;8;22816
Loss;Ihis;EDUC;4_DP;9;23495
Loss;Ihis;EDUC;4_DP;10;15162
Soria-Comas;ACS13;MARSTAT;0_DL;1;2343
Soria-Comas;ACS13;MARSTAT;0_DL;2;1822
Soria-Comas;ACS13;MARSTAT;0_DL;3;1791
Soria-Comas;ACS13;MARSTAT;0_DL;4;1843
Soria-Comas;ACS13;MARSTAT;0_DL;5;1844
Soria-Comas;ACS13;MARSTAT;0_DL;6;1878
Soria-Comas;ACS13;MARSTAT;0_DL;7;1867
Soria-Comas;ACS13;MARSTAT;0_DL;8;1894
Soria-Comas;ACS13;MARSTAT;0_DL;9;1877
Soria-Comas;ACS13;MARSTAT;0_DL;10;1881
Soria-Comas;ACS13;MARSTAT;1_RL;1;441
Soria-Comas;ACS13;MARSTAT;1_RL;2;430
Soria-Comas;ACS13;MARSTAT;1_RL;3;448
Soria-Comas;ACS13;MARSTAT;1_RL;4;450
Soria-Comas;ACS13;MARSTAT;1_RL;5;446
Soria-Comas;ACS13;MARSTAT;1_RL;6;440
Soria-Comas;ACS13;MARSTAT;1_RL;7;419
Soria-Comas;ACS13;MARSTAT;1_RL;8;479
Soria-Comas;ACS13;MARSTAT;1_RL;9;557
Soria-Comas;ACS13;MARSTAT;1_RL;10;565
Soria-Comas;ACS13;MARSTAT;2_EL;1;486
Soria-Comas;ACS13;MARSTAT;2_EL;2;402
Soria-Comas;ACS13;MARSTAT;2_EL;3;408
Soria-Comas;ACS13;MARSTAT;2_EL;4;402
Soria-Comas;ACS13;MARSTAT;2_EL;5;398
Soria-Comas;ACS13;MARSTAT;2_EL;6;394
Soria-Comas;ACS13;MARSTAT;2_EL;7;382
Soria-Comas;ACS13;MARSTAT;2_EL;8;395
Soria-Comas;ACS13;MARSTAT;2_EL;9;402
Soria-Comas;ACS13;MARSTAT;2_EL;10;399
Soria-Comas;ACS13;MARSTAT;3_TC;1;905
Soria-Comas;ACS13;MARSTAT;3_TC;2;903
Soria-Comas;ACS13;MARSTAT;3_TC;3;887
Soria-Comas;ACS13;MARSTAT;3_TC;4;906
Soria-Comas;ACS13;MARSTAT;3_TC;5;898
Soria-Comas;ACS13;MARSTAT;3_TC;6;860
Soria-Comas;ACS13;MARSTAT;3_TC;7;898
Soria-Comas;ACS13;MARSTAT;3_TC;8;935
Soria-Comas;ACS13;MARSTAT;3_TC;9;906
Soria-Comas;ACS13;MARSTAT;3_TC;10;911
Soria-Comas;ACS13;MARSTAT;4_DP;1;789
Soria-Comas;ACS13;MARSTAT;4_DP;2;478
Soria-Comas;ACS13;MARSTAT;4_DP;3;474
Soria-Comas;ACS13;MARSTAT;4_DP;4;495
Soria-Comas;ACS13;MARSTAT;4_DP;5;500
Soria-Comas;ACS13;MARSTAT;4_DP;6;526
Soria-Comas;ACS13;MARSTAT;4_DP;7;499
Soria-Comas;ACS13;MARSTAT;4_DP;8;543
Soria-Comas;ACS13;MARSTAT;4_DP;9;490
Soria-Comas;ACS13;MARSTAT;4_DP;10;487
Soria-Comas;ACS13;EDUC;0_DL;1;2994
Soria-Comas;ACS13;EDUC;0_DL;2;2829
Soria-Comas;ACS13;EDUC;0_DL;3;2945
Soria-Comas;ACS13;EDUC;0_DL;4;2956
Soria-Comas;ACS13;EDUC;0_DL;5;2904
Soria-Comas;ACS13;EDUC;0_DL;6;2894
Soria-Comas;ACS13;EDUC;0_DL;7;2978
Soria-Comas;ACS13;EDUC;0_DL;8;2899
Soria-Comas;ACS13;EDUC;0_DL;9;2874
Soria-Comas;ACS13;EDUC;0_DL;10;2982
Soria-Comas;ACS13;EDUC;1_RL;1;2609
Soria-Comas;ACS13;EDUC;1_RL;2;2656
Soria-Comas;ACS13;EDUC;1_RL;3;2689
Soria-Comas;ACS13;EDUC;1_RL;4;2581
Soria-Comas;ACS13;EDUC;1_RL;5;2558
Soria-Comas;ACS13;EDUC;1_RL;6;2650
Soria-Comas;ACS13;EDUC;1_RL;7;2802
Soria-Comas;ACS13;EDUC;1_RL;8;2600
Soria-Comas;ACS13;EDUC;1_RL;9;2612
Soria-Comas;ACS13;EDUC;1_RL;10;2582
Soria-Comas;ACS13;EDUC;2_EL;1;2637
Soria-Comas;ACS13;EDUC;2_EL;2;2614
Soria-Comas;ACS13;EDUC;2_EL;3;2580
Soria-Comas;ACS13;EDUC;2_EL;4;2647
Soria-Comas;ACS13;EDUC;2_EL;5;2662
Soria-Comas;ACS13;EDUC;2_EL;6;2612
Soria-Comas;ACS13;EDUC;2_EL;7;2595
Soria-Comas;ACS13;EDUC;2_EL;8;2667
Soria-Comas;ACS13;EDUC;2_EL;9;2624
Soria-Comas;ACS13;EDUC;2_EL;10;2562
Soria-Comas;ACS13;EDUC;3_TC;1;807
Soria-Comas;ACS13;EDUC;3_TC;2;901
Soria-Comas;ACS13;EDUC;3_TC;3;902
Soria-Comas;ACS13;EDUC;3_TC;4;897
Soria-Comas;ACS13;EDUC;3_TC;5;871
Soria-Comas;ACS13;EDUC;3_TC;6;909
Soria-Comas;ACS13;EDUC;3_TC;7;928
Soria-Comas;ACS13;EDUC;3_TC;8;887
Soria-Comas;ACS13;EDUC;3_TC;9;898
Soria-Comas;ACS13;EDUC;3_TC;10;953
Soria-Comas;ACS13;EDUC;4_DP;1;684
Soria-Comas;ACS13;EDUC;4_DP;2;1024
Soria-Comas;ACS13;EDUC;4_DP;3;611
Soria-Comas;ACS13;EDUC;4_DP;4;644
Soria-Comas;ACS13;EDUC;4_DP;5;666
Soria-Comas;ACS13;EDUC;4_DP;6;718
Soria-Comas;ACS13;EDUC;4_DP;7;695
Soria-Comas;ACS13;EDUC;4_DP;8;671
Soria-Comas;ACS13;EDUC;4_DP;9;703
Soria-Comas;ACS13;EDUC;4_DP;10;688
Soria-Comas;Atus;MARSTAT;0_DL;1;17595
Soria-Comas;Atus;MARSTAT;0_DL;2;19924
Soria-Comas;Atus;MARSTAT;0_DL;3;17223
Soria-Comas;Atus;MARSTAT;0_DL;4;19887
Soria-Comas;Atus;MARSTAT;0_DL;5;17579
Soria-Comas;Atus;MARSTAT;0_DL;6;19762
Soria-Comas;Atus;MARSTAT;0_DL;7;17353
Soria-Comas;Atus;MARSTAT;0_DL;8;19543
Soria-Comas;Atus;MARSTAT;0_DL;9;17307
Soria-Comas;Atus;MARSTAT;0_DL;10;19275
Soria-Comas;Atus;MARSTAT;1_RL;1;6617
Soria-Comas;Atus;MARSTAT;1_RL;2;8051
Soria-Comas;Atus;MARSTAT;1_RL;3;6218
Soria-Comas;Atus;MARSTAT;1_RL;4;8552
Soria-Comas;Atus;MARSTAT;1_RL;5;6084
Soria-Comas;Atus;MARSTAT;1_RL;6;8895
Soria-Comas;Atus;MARSTAT;1_RL;7;6524
Soria-Comas;Atus;MARSTAT;1_RL;8;8502
Soria-Comas;Atus;MARSTAT;1_RL;9;6549
Soria-Comas;Atus;MARSTAT;1_RL;10;7925
Soria-Comas;Atus;MARSTAT;2_EL;1;5872
Soria-Comas;Atus;MARSTAT;2_EL;2;7821
Soria-Comas;Atus;MARSTAT;2_EL;3;5982
Soria-Comas;Atus;MARSTAT;2_EL;4;7550
Soria-Comas;Atus;MARSTAT;2_EL;5;5783
Soria-Comas;Atus;MARSTAT;2_EL;6;8504
Soria-Comas;Atus;MARSTAT;2_EL;7;6022
Soria-Comas;Atus;MARSTAT;2_EL;8;7912
Soria-Comas;Atus;MARSTAT;2_EL;9;6226
Soria-Comas;Atus;MARSTAT;2_EL;10;7549
Soria-Comas;Atus;MARSTAT;3_TC;1;5446
Soria-Comas;Atus;MARSTAT;3_TC;2;7486
Soria-Comas;Atus;MARSTAT;3_TC;3;5484
Soria-Comas;Atus;MARSTAT;3_TC;4;7534
Soria-Comas;Atus;MARSTAT;3_TC;5;5438
Soria-Comas;Atus;MARSTAT;3_TC;6;7342
Soria-Comas;Atus;MARSTAT;3_TC;7;5283
Soria-Comas;Atus;MARSTAT;3_TC;8;7534
Soria-Comas;Atus;MARSTAT;3_TC;9;5524
Soria-Comas;Atus;MARSTAT;3_TC;10;7236
Soria-Comas;Atus;MARSTAT;4_DP;1;3770
Soria-Comas;Atus;MARSTAT;4_DP;2;5546
Soria-Comas;Atus;MARSTAT;4_DP;3;3219
Soria-Comas;Atus;MARSTAT;4_DP;4;5365
Soria-Comas;Atus;MARSTAT;4_DP;5;3275
Soria-Comas;Atus;MARSTAT;4_DP;6;5667
Soria-Comas;Atus;MARSTAT;4_DP;7;3395
Soria-Comas;Atus;MARSTAT;4_DP;8;6809
Soria-Comas;Atus;MARSTAT;4_DP;9;3771
Soria-Comas;Atus;MARSTAT;4_DP;10;5571
Soria-Comas;Atus;EDUC;0_DL;1;17428
Soria-Comas;Atus;EDUC;0_DL;2;20690
Soria-Comas;Atus;EDUC;0_DL;3;17422
Soria-Comas;Atus;EDUC;0_DL;4;20267
Soria-Comas;Atus;EDUC;0_DL;5;18705
Soria-Comas;Atus;EDUC;0_DL;6;20001
Soria-Comas;Atus;EDUC;0_DL;7;17556
Soria-Comas;Atus;EDUC;0_DL;8;19932
Soria-Comas;Atus;EDUC;0_DL;9;17613
Soria-Comas;Atus;EDUC;0_DL;10;19618
Soria-Comas;Atus;EDUC;1_RL;1;9128
Soria-Comas;Atus;EDUC;1_RL;2;10502
Soria-Comas;Atus;EDUC;1_RL;3;8859
Soria-Comas;Atus;EDUC;1_RL;4;10833
Soria-Comas;Atus;EDUC;1_RL;5;9032
Soria-Comas;Atus;EDUC;1_RL;6;8732
Soria-Comas;Atus;EDUC;1_RL;7;8644
Soria-Comas;Atus;EDUC;1_RL;8;11148
Soria-Comas;Atus;EDUC;1_RL;9;8720
Soria-Comas;Atus;EDUC;1_RL;10;10822
Soria-Comas;Atus;EDUC;2_EL;1;8643
Soria-Comas;Atus;EDUC;2_EL;2;9115
Soria-Comas;Atus;EDUC;2_EL;3;8467
Soria-Comas;Atus;EDUC;2_EL;4;11169
Soria-Comas;Atus;EDUC;2_EL;5;8852
Soria-Comas;Atus;EDUC;2_EL;6;11039
Soria-Comas;Atus;EDUC;2_EL;7;9289
Soria-Comas;Atus;EDUC;2_EL;8;11386
Soria-Comas;Atus;EDUC;2_EL;9;9158
Soria-Comas;Atus;EDUC;2_EL;10;11101
Soria-Comas;Atus;EDUC;3_TC;1;6330
Soria-Comas;Atus;EDUC;3_TC;2;5231
Soria-Comas;Atus;EDUC;3_TC;3;5461
Soria-Comas;Atus;EDUC;3_TC;4;7620
Soria-Comas;Atus;EDUC;3_TC;5;5564
Soria-Comas;Atus;EDUC;3_TC;6;7566
Soria-Comas;Atus;EDUC;3_TC;7;5699
Soria-Comas;Atus;EDUC;3_TC;8;7721
Soria-Comas;Atus;EDUC;3_TC;9;5577
Soria-Comas;Atus;EDUC;3_TC;10;7942
Soria-Comas;Atus;EDUC;4_DP;1;4056
Soria-Comas;Atus;EDUC;4_DP;2;5739
Soria-Comas;Atus;EDUC;4_DP;3;3767
Soria-Comas;Atus;EDUC;4_DP;4;6097
Soria-Comas;Atus;EDUC;4_DP;5;3857
Soria-Comas;Atus;EDUC;4_DP;6;5921
Soria-Comas;Atus;EDUC;4_DP;7;3877
Soria-Comas;Atus;EDUC;4_DP;8;6149
Soria-Comas;Atus;EDUC;4_DP;9;3945
Soria-Comas;Atus;EDUC;4_DP;10;6117
Soria-Comas;Ihis;MARSTAT;0_DL;1;17893
Soria-Comas;Ihis;MARSTAT;0_DL;2;26549
Soria-Comas;Ihis;MARSTAT;0_DL;3;18142
Soria-Comas;Ihis;MARSTAT;0_DL;4;31670
Soria-Comas;Ihis;MARSTAT;0_DL;5;22720
Soria-Comas;Ihis;MARSTAT;0_DL;6;27541
Soria-Comas;Ihis;MARSTAT;0_DL;7;57743
Soria-Comas;Ihis;MARSTAT;0_DL;8;17748
Soria-Comas;Ihis;MARSTAT;0_DL;9;55234
Soria-Comas;Ihis;MARSTAT;0_DL;10;28097
Soria-Comas;Ihis;MARSTAT;1_RL;1;38049
Soria-Comas;Ihis;MARSTAT;1_RL;2;17226
Soria-Comas;Ihis;MARSTAT;1_RL;3;37455
Soria-Comas;Ihis;MARSTAT;1_RL;4;28648
Soria-Comas;Ihis;MARSTAT;1_RL;5;15657
Soria-Comas;Ihis;MARSTAT;1_RL;6;36911
Soria-Comas;Ihis;MARSTAT;1_RL;7;16324
Soria-Comas;Ihis;MARSTAT;1_RL;8;17900
Soria-Comas;Ihis;MARSTAT;1_RL;9;9398
Soria-Comas;Ihis;MARSTAT;1_RL;10;37282
Soria-Comas;Ihis;MARSTAT;2_EL;1;17019
Soria-Comas;Ihis;MARSTAT;2_EL;2;38262
Soria-Comas;Ihis;MARSTAT;2_EL;3;18593
Soria-Comas;Ihis;MARSTAT;2_EL;4;26153
Soria-Comas;Ihis;MARSTAT;2_EL;5;38819
Soria-Comas;Ihis;MARSTAT;2_EL;6;39254
Soria-Comas;Ihis;MARSTAT;2_EL;7;38063
Soria-Comas;Ihis;MARSTAT;2_EL;8;36580
Soria-Comas;Ihis;MARSTAT;2_EL;9;36489
Soria-Comas;Ihis;MARSTAT;2_EL;10;20542
Soria-Comas;Ihis;MARSTAT;3_TC;1;21651
Soria-Comas;Ihis;MARSTAT;3_TC;2;35171
Soria-Comas;Ihis;MARSTAT;3_TC;3;40672
Soria-Comas;Ihis;MARSTAT;3_TC;4;30980
Soria-Comas;Ihis;MARSTAT;3_TC;5;9525
Soria-Comas;Ihis;MARSTAT;3_TC;6;36599
Soria-Comas;Ihis;MARSTAT;3_TC;7;36744
Soria-Comas;Ihis;MARSTAT;3_TC;8;17028
Soria-Comas;Ihis;MARSTAT;3_TC;9;16762
Soria-Comas;Ihis;MARSTAT;3_TC;10;37060
Soria-Comas;Ihis;MARSTAT;4_DP;1;17421
Soria-Comas;Ihis;MARSTAT;4_DP;2;17514
Soria-Comas;Ihis;MARSTAT;4_DP;3;16291
Soria-Comas;Ihis;MARSTAT;4_DP;4;14755
Soria-Comas;Ihis;MARSTAT;4_DP;5;11905
Soria-Comas;Ihis;MARSTAT;4_DP;6;13612
Soria-Comas;Ihis;MARSTAT;4_DP;7;17647
Soria-Comas;Ihis;MARSTAT;4_DP;8;16236
Soria-Comas;Ihis;MARSTAT;4_DP;9;14349
Soria-Comas;Ihis;MARSTAT;4_DP;10;14726
Soria-Comas;Ihis;EDUC;0_DL;1;24576
Soria-Comas;Ihis;EDUC;0_DL;2;99394
Soria-Comas;Ihis;EDUC;0_DL;3;70106
Soria-Comas;Ihis;EDUC;0_DL;4;27054
Soria-Comas;Ihis;EDUC;0_DL;5;111959
Soria-Comas;Ihis;EDUC;0_DL;6;79343
Soria-Comas;Ihis;EDUC;0_DL;7;110132
Soria-Comas;Ihis;EDUC;0_DL;8;25828
Soria-Comas;Ihis;EDUC;0_DL;9;69151
Soria-Comas;Ihis;EDUC;0_DL;10;64588
Soria-Comas;Ihis;EDUC;1_RL;1;62944
Soria-Comas;Ihis;EDUC;1_RL;2;72006
Soria-Comas;Ihis;EDUC;1_RL;3;64633
Soria-Comas;Ihis;EDUC;1_RL;4;23274
Soria-Comas;Ihis;EDUC;1_RL;5;41629
Soria-Comas;Ihis;EDUC;1_RL;6;69004
Soria-Comas;Ihis;EDUC;1_RL;7;62990
Soria-Comas;Ihis;EDUC;1_RL;8;70554
Soria-Comas;Ihis;EDUC;1_RL;9;70984
Soria-Comas;Ihis;EDUC;1_RL;10;53441
Soria-Comas;Ihis;EDUC;2_EL;1;52860
Soria-Comas;Ihis;EDUC;2_EL;2;113950
Soria-Comas;Ihis;EDUC;2_EL;3;22163
Soria-Comas;Ihis;EDUC;2_EL;4;24318
Soria-Comas;Ihis;EDUC;2_EL;5;52554
Soria-Comas;Ihis;EDUC;2_EL;6;111020
Soria-Comas;Ihis;EDUC;2_EL;7;22135
Soria-Comas;Ihis;EDUC;2_EL;8;27313
Soria-Comas;Ihis;EDUC;2_EL;9;72432
Soria-Comas;Ihis;EDUC;2_EL;10;57354
Soria-Comas;Ihis;EDUC;3_TC;1;31225
Soria-Comas;Ihis;EDUC;3_TC;2;32968
Soria-Comas;Ihis;EDUC;3_TC;3;21322
Soria-Comas;Ihis;EDUC;3_TC;4;17130
Soria-Comas;Ihis;EDUC;3_TC;5;18704
Soria-Comas;Ihis;EDUC;3_TC;6;18906
Soria-Comas;Ihis;EDUC;3_TC;7;18638
Soria-Comas;Ihis;EDUC;3_TC;8;27022
Soria-Comas;Ihis;EDUC;3_TC;9;26752
Soria-Comas;Ihis;EDUC;3_TC;10;27976
Soria-Comas;Ihis;EDUC;4_DP;1;23001
Soria-Comas;Ihis;EDUC;4_DP;2;25121
Soria-Comas;Ihis;EDUC;4_DP;3;25339
Soria-Comas;Ihis;EDUC;4_DP;4;21695
Soria-Comas;Ihis;EDUC;4_DP;5;22151
Soria-Comas;Ihis;EDUC;4_DP;6;22560
Soria-Comas;Ihis;EDUC;4_DP;7;22954
Soria-Comas;Ihis;EDUC;4_DP;8;25064
Soria-Comas;Ihis;EDUC;4_DP;9;12978
Soria-Comas;Ihis;EDUC;4_DP;10;25327
