;;;;;;;;;;;;;;;;;;;Information-loss value from ARX framework;Information-loss absolut value from utility framework;Information-loss relative value from utility framework;Minimum information loss for dataset;Maximum information loss for dataset;Difficulty;Number of distinct SA values;Skewness;Kurtosis;Deviation of frequencies;Span of frequencies;Standard deviation;Coefficient of variation;Quartile coefficient of dispersion;Normalized entropy;Product of Entropy and Standard dev of frequs
equ.-dist.-0.17-closeness;Entropy;0.05;Atus;[k, ET];false;5;;;0.17;;;Marital status;[Sex, Race, Age];3;;;;;2466827.0071637;2296463.3670795336;0.6144984629017712;0.0;3737134.4368140884;0.8611111111111112;7.0;Infinity;Infinity;0.14747871063025284;0.37423992077930024;Infinity;Infinity;Infinity;0.7552142278497167;0.1113780205728982
equ.-dist.-0.25-closeness;Entropy;0.05;Atus;[k, ET];false;5;;;0.25;;;Marital status;[Sex, Race, Age];3;;;;;2322283.9018304655;2238082.2519772905;0.5988765696867084;0.0;3737134.4368140884;0.8333333333333334;7.0;Infinity;Infinity;0.14747871063025284;0.37423992077930024;Infinity;Infinity;Infinity;0.7552142278497167;0.1113780205728982
equ.-dist.-0.05-closeness;Entropy;0.05;Atus;[k, ET];false;15;;;0.05;;;Marital status;[Sex, Race, Age];3;;;;;3737134.436804482;3737134.4368140884;1.0;0.0;3737134.4368140884;0.9722222222222222;7.0;Infinity;Infinity;0.14747871063025284;0.37423992077930024;Infinity;Infinity;Infinity;0.7552142278497167;0.1113780205728982
equ.-dist.-0.17-closeness;Entropy;0.05;Atus;[k, ET];false;15;;;0.17;;;Marital status;[Sex, Race, Age];3;;;;;2466827.0071637;2296463.3670795336;0.6144984629017712;0.0;3737134.4368140884;0.8611111111111112;7.0;Infinity;Infinity;0.14747871063025284;0.37423992077930024;Infinity;Infinity;Infinity;0.7552142278497167;0.1113780205728982
equ.-dist.-0.25-closeness;Entropy;0.05;Atus;[k, ET];false;15;;;0.25;;;Marital status;[Sex, Race, Age];3;;;;;2322393.948307052;2238150.5474141994;0.5988948445007575;0.0;3737134.4368140884;0.8333333333333334;7.0;Infinity;Infinity;0.14747871063025284;0.37423992077930024;Infinity;Infinity;Infinity;0.7552142278497167;0.1113780205728982
equ.-dist.-0.05-closeness;Entropy;0.05;Atus;[k, ET];false;25;;;0.05;;;Marital status;[Sex, Race, Age];3;;;;;3737134.436804482;3737134.4368140884;1.0;0.0;3737134.4368140884;0.9722222222222222;7.0;Infinity;Infinity;0.14747871063025284;0.37423992077930024;Infinity;Infinity;Infinity;0.7552142278497167;0.1113780205728982
equ.-dist.-0.17-closeness;Entropy;0.05;Atus;[k, ET];false;25;;;0.17;;;Marital status;[Sex, Race, Age];3;;;;;2466827.0071637;2296463.3670795336;0.6144984629017712;0.0;3737134.4368140884;0.8611111111111112;7.0;Infinity;Infinity;0.14747871063025284;0.37423992077930024;Infinity;Infinity;Infinity;0.7552142278497167;0.1113780205728982
equ.-dist.-0.25-closeness;Entropy;0.05;Atus;[k, ET];false;25;;;0.25;;;Marital status;[Sex, Race, Age];3;;;;;2322578.8794391784;2238257.000186661;0.5989233296340224;0.0;3737134.4368140884;0.8333333333333334;7.0;Infinity;Infinity;0.14747871063025284;0.37423992077930024;Infinity;Infinity;Infinity;0.7552142278497167;0.1113780205728982
equ.-dist.-0.05-closeness;Entropy;0.05;Atus;[k, ET];false;5;;;0.05;;;Highest level of school completed;[Sex, Race, Age];3;;;;;3737134.436804482;3737134.4368140884;1.0;0.0;3737134.4368140884;0.9722222222222222;18.0;Infinity;Infinity;0.0744819640134915;0.273372609888123;Infinity;Infinity;Infinity;0.7818685400452854;0.05823510446293408
equ.-dist.-0.17-closeness;Entropy;0.05;Atus;[k, ET];false;5;;;0.17;;;Highest level of school completed;[Sex, Race, Age];3;;;;;2363239.9802271244;2219282.169165024;0.5938459551529981;0.0;3737134.4368140884;0.8333333333333334;18.0;Infinity;Infinity;0.0744819640134915;0.273372609888123;Infinity;Infinity;Infinity;0.7818685400452854;0.05823510446293408
equ.-dist.-0.25-closeness;Entropy;0.05;Atus;[k, ET];false;5;;;0.25;;;Highest level of school completed;[Sex, Race, Age];3;;;;;2323458.854144086;2238330.6187763335;0.5989430288423108;0.0;3737134.4368140884;0.8333333333333334;18.0;Infinity;Infinity;0.0744819640134915;0.273372609888123;Infinity;Infinity;Infinity;0.7818685400452854;0.05823510446293408
equ.-dist.-0.05-closeness;Entropy;0.05;Atus;[k, ET];false;15;;;0.05;;;Highest level of school completed;[Sex, Race, Age];3;;;;;3737134.436804482;3737134.4368140884;1.0;0.0;3737134.4368140884;0.9722222222222222;18.0;Infinity;Infinity;0.0744819640134915;0.273372609888123;Infinity;Infinity;Infinity;0.7818685400452854;0.05823510446293408
equ.-dist.-0.17-closeness;Entropy;0.05;Atus;[k, ET];false;15;;;0.17;;;Highest level of school completed;[Sex, Race, Age];3;;;;;2363239.9802271244;2219282.169165024;0.5938459551529981;0.0;3737134.4368140884;0.8333333333333334;18.0;Infinity;Infinity;0.0744819640134915;0.273372609888123;Infinity;Infinity;Infinity;0.7818685400452854;0.05823510446293408
equ.-dist.-0.25-closeness;Entropy;0.05;Atus;[k, ET];false;15;;;0.25;;;Highest level of school completed;[Sex, Race, Age];3;;;;;2323458.854144086;2238330.6187763335;0.5989430288423108;0.0;3737134.4368140884;0.8333333333333334;18.0;Infinity;Infinity;0.0744819640134915;0.273372609888123;Infinity;Infinity;Infinity;0.7818685400452854;0.05823510446293408
equ.-dist.-0.05-closeness;Entropy;0.05;Atus;[k, ET];false;25;;;0.05;;;Highest level of school completed;[Sex, Race, Age];3;;;;;3737134.436804482;3737134.4368140884;1.0;0.0;3737134.4368140884;0.9722222222222222;18.0;Infinity;Infinity;0.0744819640134915;0.273372609888123;Infinity;Infinity;Infinity;0.7818685400452854;0.05823510446293408
equ.-dist.-0.17-closeness;Entropy;0.05;Atus;[k, ET];false;25;;;0.17;;;Highest level of school completed;[Sex, Race, Age];3;;;;;2363239.9802271244;2219282.169165024;0.5938459551529981;0.0;3737134.4368140884;0.8333333333333334;18.0;Infinity;Infinity;0.0744819640134915;0.273372609888123;Infinity;Infinity;Infinity;0.7818685400452854;0.05823510446293408
equ.-dist.-0.25-closeness;Entropy;0.05;Atus;[k, ET];false;25;;;0.25;;;Highest level of school completed;[Sex, Race, Age];3;;;;;2323458.854144086;2238330.6187763335;0.5989430288423108;0.0;3737134.4368140884;0.8333333333333334;18.0;Infinity;Infinity;0.0744819640134915;0.273372609888123;Infinity;Infinity;Infinity;0.7818685400452854;0.05823510446293408
equ.-dist.-0.05-closeness;Entropy;0.05;Ihis;[k, ET];false;5;;;0.05;;;MARSTAT;[RACEA, SEX, AGE];3;;;;;9041598.687266275;9041598.687225632;0.8834761717840104;0.0;1.0234117202015603E7;0.9;10.0;Infinity;Infinity;0.10061044214833882;0.23618186449312278;Infinity;Infinity;Infinity;0.7737661963999923;0.0778489591392416
equ.-dist.-0.17-closeness;Entropy;0.05;Ihis;[k, ET];false;5;;;0.17;;;MARSTAT;[RACEA, SEX, AGE];3;;;;;8820126.576823706;8820126.57681953;0.8618356036691089;0.0;1.0234117202015603E7;0.85;10.0;Infinity;Infinity;0.10061044214833882;0.23618186449312278;Infinity;Infinity;Infinity;0.7737661963999923;0.0778489591392416
equ.-dist.-0.25-closeness;Entropy;0.05;Ihis;[k, ET];false;5;;;0.25;;;MARSTAT;[RACEA, SEX, AGE];3;;;;;7596162.70881104;7415115.510262981;0.7245486214289767;0.0;1.0234117202015603E7;0.8;10.0;Infinity;Infinity;0.10061044214833882;0.23618186449312278;Infinity;Infinity;Infinity;0.7737661963999923;0.0778489591392416
equ.-dist.-0.05-closeness;Entropy;0.05;Ihis;[k, ET];false;15;;;0.05;;;MARSTAT;[RACEA, SEX, AGE];3;;;;;9041598.687266275;9041598.687225632;0.8834761717840104;0.0;1.0234117202015603E7;0.9;10.0;Infinity;Infinity;0.10061044214833882;0.23618186449312278;Infinity;Infinity;Infinity;0.7737661963999923;0.0778489591392416
equ.-dist.-0.17-closeness;Entropy;0.05;Ihis;[k, ET];false;15;;;0.17;;;MARSTAT;[RACEA, SEX, AGE];3;;;;;8820126.576823706;8820126.57681953;0.8618356036691089;0.0;1.0234117202015603E7;0.85;10.0;Infinity;Infinity;0.10061044214833882;0.23618186449312278;Infinity;Infinity;Infinity;0.7737661963999923;0.0778489591392416
equ.-dist.-0.25-closeness;Entropy;0.05;Ihis;[k, ET];false;15;;;0.25;;;MARSTAT;[RACEA, SEX, AGE];3;;;;;7596162.70881104;7415115.510262981;0.7245486214289767;0.0;1.0234117202015603E7;0.8;10.0;Infinity;Infinity;0.10061044214833882;0.23618186449312278;Infinity;Infinity;Infinity;0.7737661963999923;0.0778489591392416
equ.-dist.-0.05-closeness;Entropy;0.05;Ihis;[k, ET];false;25;;;0.05;;;MARSTAT;[RACEA, SEX, AGE];3;;;;;9041598.687266275;9041598.687225632;0.8834761717840104;0.0;1.0234117202015603E7;0.9;10.0;Infinity;Infinity;0.10061044214833882;0.23618186449312278;Infinity;Infinity;Infinity;0.7737661963999923;0.0778489591392416
equ.-dist.-0.17-closeness;Entropy;0.05;Ihis;[k, ET];false;25;;;0.17;;;MARSTAT;[RACEA, SEX, AGE];3;;;;;8820126.576823706;8820126.57681953;0.8618356036691089;0.0;1.0234117202015603E7;0.85;10.0;Infinity;Infinity;0.10061044214833882;0.23618186449312278;Infinity;Infinity;Infinity;0.7737661963999923;0.0778489591392416
equ.-dist.-0.25-closeness;Entropy;0.05;Ihis;[k, ET];false;25;;;0.25;;;MARSTAT;[RACEA, SEX, AGE];3;;;;;7596162.70881104;7415115.510262981;0.7245486214289767;0.0;1.0234117202015603E7;0.8;10.0;Infinity;Infinity;0.10061044214833882;0.23618186449312278;Infinity;Infinity;Infinity;0.7737661963999923;0.0778489591392416
equ.-dist.-0.05-closeness;Entropy;0.05;Ihis;[k, ET];false;5;;;0.05;;;EDUC;[RACEA, SEX, AGE];3;;;;;9041598.687266275;9041598.687225632;0.8834761717840104;0.0;1.0234117202015603E7;0.9;26.0;Infinity;Infinity;0.04274583947751905;0.19052051773601095;Infinity;Infinity;Infinity;0.8705659223292525;0.037213071170484543
equ.-dist.-0.17-closeness;Entropy;0.05;Ihis;[k, ET];false;5;;;0.17;;;EDUC;[RACEA, SEX, AGE];3;;;;;9041598.687266275;9041598.687225632;0.8834761717840104;0.0;1.0234117202015603E7;0.9;26.0;Infinity;Infinity;0.04274583947751905;0.19052051773601095;Infinity;Infinity;Infinity;0.8705659223292525;0.037213071170484543
equ.-dist.-0.25-closeness;Entropy;0.05;Ihis;[k, ET];false;5;;;0.25;;;EDUC;[RACEA, SEX, AGE];3;;;;;7611706.204833271;7431992.296770103;0.7261976924894291;0.0;1.0234117202015603E7;0.8;26.0;Infinity;Infinity;0.04274583947751905;0.19052051773601095;Infinity;Infinity;Infinity;0.8705659223292525;0.037213071170484543
equ.-dist.-0.05-closeness;Entropy;0.05;Ihis;[k, ET];false;15;;;0.05;;;EDUC;[RACEA, SEX, AGE];3;;;;;9041598.687266275;9041598.687225632;0.8834761717840104;0.0;1.0234117202015603E7;0.9;26.0;Infinity;Infinity;0.04274583947751905;0.19052051773601095;Infinity;Infinity;Infinity;0.8705659223292525;0.037213071170484543
equ.-dist.-0.17-closeness;Entropy;0.05;Ihis;[k, ET];false;15;;;0.17;;;EDUC;[RACEA, SEX, AGE];3;;;;;9041598.687266275;9041598.687225632;0.8834761717840104;0.0;1.0234117202015603E7;0.9;26.0;Infinity;Infinity;0.04274583947751905;0.19052051773601095;Infinity;Infinity;Infinity;0.8705659223292525;0.037213071170484543
equ.-dist.-0.25-closeness;Entropy;0.05;Ihis;[k, ET];false;15;;;0.25;;;EDUC;[RACEA, SEX, AGE];3;;;;;7611706.204833271;7431992.296770103;0.7261976924894291;0.0;1.0234117202015603E7;0.8;26.0;Infinity;Infinity;0.04274583947751905;0.19052051773601095;Infinity;Infinity;Infinity;0.8705659223292525;0.037213071170484543
equ.-dist.-0.05-closeness;Entropy;0.05;Ihis;[k, ET];false;25;;;0.05;;;EDUC;[RACEA, SEX, AGE];3;;;;;9041598.687266275;9041598.687225632;0.8834761717840104;0.0;1.0234117202015603E7;0.9;26.0;Infinity;Infinity;0.04274583947751905;0.19052051773601095;Infinity;Infinity;Infinity;0.8705659223292525;0.037213071170484543
equ.-dist.-0.17-closeness;Entropy;0.05;Ihis;[k, ET];false;25;;;0.17;;;EDUC;[RACEA, SEX, AGE];3;;;;;9041598.687266275;9041598.687225632;0.8834761717840104;0.0;1.0234117202015603E7;0.9;26.0;Infinity;Infinity;0.04274583947751905;0.19052051773601095;Infinity;Infinity;Infinity;0.8705659223292525;0.037213071170484543
equ.-dist.-0.25-closeness;Entropy;0.05;Ihis;[k, ET];false;25;;;0.25;;;EDUC;[RACEA, SEX, AGE];3;;;;;7611706.204833271;7431992.296770103;0.7261976924894291;0.0;1.0234117202015603E7;0.8;26.0;Infinity;Infinity;0.04274583947751905;0.19052051773601095;Infinity;Infinity;Infinity;0.8705659223292525;0.037213071170484543
