;;;;;;;Execution time;Execution time;Number of checks;Number of rollups;Number of snapshots;Size of lattice;Information loss;Information loss (Transformation)
Heurakles;SS13ACS_SEMANTIC;[k];Non-monotonic discernability;0.0;30;300000;3.01717804081E11;NaN;1358597.0;173720.0;1346120.0;1358599.0;2.91158773E8;[5, 5, 3, 1, 2, 2, 2, 2, 2, 1, 1, 2, 2, 2, 1, 1, 1, 1, 1, 9, 2, 1, 2, 1, 2, 3, 4, 4, 4, 1]
Heurakles;SS13ACS_SEMANTIC;[k];Non-monotonic discernability;0.0;30;600000;6.00001646316E11;NaN;2727193.0;345703.0;2703999.0;2727196.0;2.91158773E8;[5, 5, 3, 1, 2, 2, 2, 2, 2, 1, 1, 2, 2, 1, 2, 1, 1, 1, 1, 9, 2, 1, 1, 1, 2, 3, 4, 4, 4, 1]
Heurakles;SS13ACS_SEMANTIC;[k];Loss;1.0;30;10000;1.0009965431E10;NaN;698.0;2.0;0.0;715.0;0.3361225153791365;[4, 5, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 6, 1, 0, 0, 0, 0, 0, 0, 0, 3, 1]
Heurakles;SS13ACS_SEMANTIC;[k];Loss;1.0;30;15000;1.4999329638E10;NaN;4843.0;2.0;4129.0;4856.0;0.2576209495720947;[4, 5, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 7, 1, 0, 0, 0, 0, 0, 4, 2, 4, 1]
Heurakles;SS13ACS_SEMANTIC;[k];Loss;1.0;30;20000;2.0000194667E10;NaN;9782.0;2.0;9045.0;9786.0;0.2576209495720947;[4, 5, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 7, 1, 0, 0, 0, 0, 0, 4, 2, 4, 1]
Heurakles;SS13ACS_SEMANTIC;[k];Loss;1.0;30;25000;2.4999797309E10;NaN;14046.0;2.0;13187.0;14051.0;0.2576209495720947;[4, 5, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 7, 1, 0, 0, 0, 0, 0, 4, 2, 4, 1]
Heurakles;SS13ACS_SEMANTIC;[k];Loss;1.0;30;30000;2.999974873E10;NaN;18116.0;2.0;17104.0;18124.0;0.2576209495720947;[4, 5, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 7, 1, 0, 0, 0, 0, 0, 4, 2, 4, 1]
Heurakles;SS13ACS_SEMANTIC;[k];Non-monotonic non-uniform entropy;1.0;30;10000;1.0000446115E10;NaN;554.0;1.0;0.0;560.0;1799922.6026642951;[5, 2, 3, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0]
Heurakles;SS13ACS_SEMANTIC;[k];Non-monotonic non-uniform entropy;1.0;30;15000;1.4999606057E10;NaN;1348.0;1.0;621.0;1367.0;1635340.0909334295;[5, 2, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 8, 1, 1, 1, 1, 2, 1, 0, 0, 4, 0]
Heurakles;SS13ACS_SEMANTIC;[k];Non-monotonic non-uniform entropy;1.0;30;20000;1.9999988998E10;NaN;9141.0;1306.0;7910.0;9143.0;1635340.0909334295;[5, 2, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 8, 1, 1, 1, 1, 2, 1, 0, 0, 4, 0]
Heurakles;SS13ACS_SEMANTIC;[k];Non-monotonic non-uniform entropy;1.0;30;25000;2.4999501216E10;NaN;18228.0;2888.0;16396.0;18230.0;1635340.0909334295;[5, 2, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 8, 1, 1, 1, 1, 2, 1, 0, 0, 4, 0]
Heurakles;SS13ACS_SEMANTIC;[k];Non-monotonic non-uniform entropy;1.0;30;30000;3.0000087824E10;NaN;24733.0;3957.0;22436.0;24733.0;1635340.0909334295;[5, 2, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 8, 1, 1, 1, 1, 2, 1, 0, 0, 4, 0]
Heurakles;SS13ACS_SEMANTIC;[k];Non-monotonic discernability;1.0;30;10000;1.0000051007E10;NaN;24925.0;840.0;24272.0;24928.0;2.23311297E8;[5, 5, 3, 1, 1, 1, 1, 2, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 9, 2, 1, 1, 0, 2, 0, 4, 0, 3, 1]
Heurakles;SS13ACS_SEMANTIC;[k];Non-monotonic discernability;1.0;30;15000;1.4999981773E10;NaN;55960.0;1961.0;55307.0;55965.0;2.23311297E8;[5, 5, 3, 1, 1, 1, 1, 2, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 9, 2, 1, 1, 0, 2, 0, 4, 0, 3, 1]
Heurakles;SS13ACS_SEMANTIC;[k];Non-monotonic discernability;1.0;30;20000;2.0000028268E10;NaN;83511.0;2960.0;82858.0;83516.0;2.23311297E8;[5, 5, 3, 1, 1, 1, 1, 2, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 9, 2, 1, 1, 0, 2, 0, 4, 0, 3, 1]
Heurakles;SS13ACS_SEMANTIC;[k];Non-monotonic discernability;1.0;30;25000;2.4999197483E10;NaN;112676.0;4007.0;112023.0;112682.0;2.23311297E8;[5, 5, 3, 1, 1, 1, 1, 2, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 9, 2, 1, 1, 0, 2, 0, 4, 0, 3, 1]
Heurakles;SS13ACS_SEMANTIC;[k];Non-monotonic discernability;1.0;30;30000;3.0000054957E10;NaN;142779.0;5104.0;142126.0;142780.0;2.23311297E8;[5, 5, 3, 1, 1, 1, 1, 2, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 9, 2, 1, 1, 0, 2, 0, 4, 0, 3, 1]
